,Title,Ingredients,Instructions,URL
10,채식 월남쌈,"['두부½모 (200g)', '당근½개', '오이½개', '표고버섯10개', '파인애플 (손질)80g', '적근대10장', '적양배추 피클100g', '라이스페이퍼10장', '새싹100g', '올리브유약간', '소금약간', '간장1.5큰술', '맛술1큰술', '스윗칠리소스1+½큰술', '후춧가루약간', '땅콩버터3큰술', '식초1큰술', '케찹½큰술', '간장½큰술', '올리고당1큰술', '설탕½큰술', '파인애플 (국물)1큰술', '파프리카 파우더⅓작은술', '소금약간', '비건 마요네즈5큰술', '레몬즙3큰술', '설탕1+½큰술', '적채¼통', '물2컵', '설탕1컵', '식초 (현미식초)1컵', '굵은 소금½큰술', '피클링 스파이스½큰술']","['당근과 오이는 6cm 길이로 채 썰어주세요. 파인애플도 길이대로 먹기 좋게 잘라주세요. 표고버섯은 기둥을 떼어내고 0.5cm 두께로 슬라이스해 주세요. 두부는 손가락 두께로 자른 후 키친타올에 올려 물기를 제거해 주세요. 적채 피클은 하루 전에 미리 만들어 준비해 주세요.', '팬에 약간의 올리브유를 두르고, 두부를 올려주세요. 소금을 뿌려 사방을 돌려가며 노릇하게 구워주세요.', '팬에 약간의 올리브유를 두르고 표고버섯을 볶다가 양념소스를 넣어 졸이듯이 볶아주세요.', '볼에 소스 재료를 넣고 섞어 땅콩소스와 레몬 마요 소스를 만들어주세요.', '볼에 따뜻한 물을 넣고 라이스페이퍼를 5초 정도 담근 후 꺼내 평평한 접시나 도마에 펼쳐주세요. 적근대를 먼저 깔고 준비한 재료를 올려 먹기 좋게 돌돌 말아주세요. (tip 적근대 대신 케일을 넣어드셔도 좋아요.)', '월남쌈을 먹기 좋은 크기로 자른 후 기호에 따라 땅콩소스 또는 레몬 마요 소스를 곁들여 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/R7pnT4Wf55NxArBuKzLWDLWk?location=recipe_home
11,표고버섯 덮밥,"['표고버섯6개 (150g)', '양파½개', '대파½대', '다진 마늘1큰술', '참기름1큰술', '식용유약간', '통깨약간', '레드페퍼약간 (또는 청양고추 ½개)', '밥2공기', '간장1+½큰술', '올리고당1큰술', '맛술1큰술', '설탕½큰술', '참기름½큰술', '후추가루약간']","['표고버섯은 밑동 부분을 자르고 먹기 좋게 슬라이스해주세요. 양파는 채를 썰어주세요. 대파는 흰 부분과 푸른 부분을 분리한 후 가늘게 채를 썰어주세요. 볼에 양념재료를 넣고 섞어주세요.\r\n(tip 표고버섯의 기둥은 손으로 찢어 준비해 주세요.\r\ntip 대파의 속심 부분은 잘게 썰어 양념재료와 함께 섞어주세요.)', '달군 팬에 식용유를 넉넉히 두르고 다진 마늘과 대파 흰 부분을 넣어 볶아주세요.', '마늘과 파의 향이 올라오면 표고버섯과 양파를 넣어 볶다가 양념재료를 넣어 졸이듯이 볶아주세요.', '마지막에 불을 끄고 대파 푸른 부분을 넣고 참기름을 둘러주세요.', '그릇에 밥을 담고 완성된 표고버섯볶음을 얹은 후 통깨와 레드페퍼를 뿌려 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/f2v1e5Kd4caoW1vZcwrsJG7v?location=recipe_home
12,냉이 차돌박이 솥밥,"['냉이한 줌 (200g)', '차돌박이200g', '쌀2컵 (360g)', '다시마 육수2컵', '간장1큰술', '다진 마늘1큰술', '올리고당2큰술', '참기름½큰술', '후춧가루약간', '다진 양파¼ 개', '송송 썬 쪽파2줄기', '간장2큰술', '맛술1큰술', '다진 마늘½큰술', '참기름½큰술', '매실청 (올리고당으로\xa0대체 가능)½큰술', '통깨약간']","['쌀을 씻어 30분 정도 불린 후 체에 받쳐 물기를 빼주세요.\r\n(tip. 기호에 따라 쌀과 찹쌀을 섞어 만들어도 좋아요)', '냉이는 뿌리를 깨끗이 다듬어 씻어주세요. 뿌리와 잎 사이를 잘라 2등분 한 후 뿌리는 1센치 길이로 썰고 잎은 2~3등분해 주세요.', '차돌박이는 키친타올에 올려 핏물을 제거한 후 차돌박이 양념에 넣어 10분 정도 재워주세요.', '달군 팬에 양념에 재워둔 차돌박이를 넣고 4~5분간 볶은 후 접시에 덜어주세요.', '냄비에 불린 쌀과 다시마 육수를 넣고 손질해둔 냉이 뿌리를 넣고 뚜껑을 닫아 중불에서 5분간 끓여주세요. \r\n(tip. 냉이의 잎보다 뿌리가 더 질기기 때문에 뿌리를  먼저 넣어 밥을 지으면 더욱 부드럽게 드실 수 있어요)', '밥물이 끓어오르면 약불로 줄여 15분 정도 익혀주세요. 냉이 잎과 차돌박이를 밥위에 얹고 다시 5분간 익혀주세요. 솥밥의 불을 끄고 5분간 뜸을 들여주세요.\r\n(tip. 밥이 거의 익을 때 쯤 냉이 잎을 넣어주면 냉이의 향이 살아있어 더욱 향긋하게 드실 수 있어요)', '완성된 솥밥에 양념 간장을 곁들여 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/8FG95ChaKzuqwGq4Mz1P5k74?location=recipe_home
13,양파 피클,"['적양파3개', '마늘4~5쪽', '타임 (생략 가능)약간', '물2컵', '설탕1컵', '식초¾컵', '소금2작은술', '피클링 스파이스1큰술']","['냄비에 물을 넣고 유리병을 거꾸로 담가 끓이면서 병을 소독한 후 꺼내어 물기를 제거해주세요.', '양파는 물기를 제거한 후 링으로 얇게 썰어주세요.(큰양파는 반달모양으로 썰어주세요.)', '냄비에 피클주스 재료를 넣고 끓여주세요.', '소독한 유리병에 양파와 마늘을 넣고 끓인 피클주스를 뜨거울 때 부어주세요. (tip.피클링 스파이스를 체에 걸러낸 후 부으면 먹을 때 편리해요.)', '한 김 식힌 후 뚜껑을 닫고 냉장보관해주세요.\r\n(양파 피클은 담근 후 하루 이상 지나면 드실 수 있답니다.)']",https://wtable.co.kr/recipes/fYDVA58BCapKb17vdYjb6YaK?location=recipe_home
14,버섯 오일 피클,"['만가닥 버섯1팩 (200g)', '느타리버섯½팩 (200g)', '표고 버섯2개', '마늘8쪽', '페퍼론치노6개', '레몬즙2큰술', '소금1작은술', '후춧가루약간', '엑스트라 버진 올리브유1컵', '월계수잎1~2장', '타임 (생략 가능)약간']","['냄비에 유리병을 거꾸로 세워 넣고 찬물부터 끓여 열탕 소독한 후 건조시켜주세요.', '만가닥 버섯과 느타리버섯, 표고버섯은 밑동을 제거하고 불순물을 털어내주세요. 표고버섯은 한 입 크기로 썰고, 마늘은 편으로 도톰하게 썰어주세요. 페페론치노는 반으로 잘라주세요.', '달군 팬에 약간의 올리브유를 두르고 마늘과 페페론치노를 넣어 볶다가 향이 올라오면 버섯을 넣어 강불에서 빠르게 볶다가 레몬즙과 소금, 후춧가루를 뿌려 밑간을 해주세요. \r\n(tip 버섯은 오래 볶으면 수분이 많이 나올 수 있어 강불에서 빠르게 살짝 숨이 죽을 때까지 볶아주세요.)', '소독한 유리병에 식힌 버섯을 8부 정도 담고 올리브오일을 부어 병을 채운 후 월계수잎과  타임을 얹고 뚜껑을 닫아 냉장 보관 해주세요.', '버섯 피클은 담근 후 하루 이상 숙성 후 기호에 따라 샐러드 또는 파스타, 빵을 곁들여 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/2Z8A4qPyhk5p7BS95id6LyQ1?location=recipe_home
15,베트남식 무 당근 피클,"['당근½개 (200g)', '무⅙개 (300g)', '레몬¼개', '페퍼론치노8개', '고수(생략가능)1줄기', '식초¾컵', '설탕¾컵', '소금1작은술']","['냄비에 유리병을 거꾸로 세워 넣고 찬물부터 끓여 열탕 소독한 후 건조시켜주세요.', '당근과 무는 채를 썰고 레몬은 반달모양으로 썰어주세요. 페페론치노는 3등분해서 썰어주세요.', '냄비에 피클주스 재료를 넣고 설탕과 소금이 녹을 때까지 끓여주세요.', '소독한 유리병에 당근과 무, 레몬, 페페론치노, 고수를 넣은 후 피클주스를 부어주세요.', '1시간 정도 재운 후 완성된 피클의 뚜껑을 닫아 냉장 보관 후 맛있게 즐겨주세요.\r\n(tip 냉장고에서 일주일 정도 보관이 가능해요.)']",https://wtable.co.kr/recipes/FuknBSuomJhA1yb3HxxsiZUb?location=recipe_home
16,오이 금귤 피클,"['오이3개', '금귤10개', '딜1~2줄기', '소금1큰술', '베이킹소다3큰술', '화이트 발사믹 식초1컵', '물2컵', '설탕½컵', '소금1큰술', '피클링 스파이스1큰술']","['냄비에 유리병을 거꾸로 세워 넣고 찬물부터 끓여 열탕 소독한 후 건조시켜주세요.', '오이와 금귤은 베이킹소다를 풀은 물에 담가 소금으로 비벼 씻은 후 물에 헹궈 깨끗이 씻어 물기를 제거해주세요.', '금귤은 꼭지를 떼고 반으로 잘라 씨를 빼고 오이는 한 입 크기로 잘라주세요.', '냄비에 피클주스 재료를 넣고 끓이다가 설탕과 소금이 녹으면 마지막에 화이트 발사믹식초를 넣어 살짝 끓여주세요.', '소독한 유리병에 오이와 금귤, 딜을 넣고 끓인 피클주스의 피클링 스파이스를 걸러낸 후 뜨거울 때 부어주세요.', '한 김 식힌 후 뚜껑을 닫아 냉장보관해주세요. \r\n(tip 오이 피클을 담근 후 2~3일 숙성 후 맛있게 즐겨주세요.)']",https://wtable.co.kr/recipes/kupSgWufCRbSmeHWTRmCdCTz?location=recipe_home
17,오렌지 에이드,"['오렌지 (중과)2개', '꿀 (설탕시럽으로 대체 가능)5큰술', '탄산수1병 (350ml)', '허브(타임)적당량', '얼음2컵', '장식용 오렌지 조각4개 (생략가능)']","['오렌지의 껍질을 칼로 제거해주세요.', '블렌더에 오렌지 과육을 넣고 갈아주세요.', '곱게 간 오렌지즙에 꿀을 넣고 섞어주세요.', '컵에 장식용 오렌지 조각을 넣고 얼음을 넣어주세요. 오렌지 주스를 컵의 반 정도 채우고 시원한 탄산수를 부어주세요.', '허브나 말린 오렌지칩 등으로 장식해 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/EWbLaR4jq5CiyzwMZXQk6qjp?location=recipe_home
18,크로핀,"['크루아상 생지6개', '생크림300ml', '설탕20g', '높은 종이컵3개', '로투스1개', '타임1~2줄기', '딸기1개', '식용 색소 핑크1g', '얼그레이 티백1/2개']","['해동한 크루아상 생지를 길게 반으로 자른 후 돌돌 말아주세요.', '말아둔 생지는 2개씩 종이컵에 담아주세요. 종이컵에 담은채로 10분 정도 실온에서 휴지해주세요.', '165도로 예열된 오븐에서 45분 정도 구운 후 식힘망에서 충분히 식혀주세요.\r\n(오븐의 성능에 따라 차이가 있을 수 있으니 온도와 시간은 보면서 조절해 주세요)', '볼에 생크림과 설탕을 넣어 70%정도 휘핑해주세요.', '생크림을 ⅓ 양씩 나눈 후 각각 얼그레이, 식용색소를 넣고 20초 정도 더 휘핑해 단단한 크림을 만들어준 후 짤주머니에 각각 담아주세요. \r\n(플레인 크림은 20초 정도 휘핑해 완성해주세요)', '식힌 크로핀 바닥에 젓가락으로 찔러 구멍을 낸 후 짤주머니에 담은 크림을 채워주세요.\r\n(tip. 크림을 넣은 크로핀은 냉장고에 넣고 2~30분 정도 차갑게 굳혀주세요)', '크로핀 위에 크림을 적당량 올린 후 딸기, 타임, 로투스 등을 올려장식해주세요.', '완성된 크로핀을 반으로 잘라 맛있게 즐겨주세요.']",https://wtable.co.kr/recipes/qXbpuYk3yvSQkVHaw44dMSU2?location=recipe_home
19,키토 에그 타르트,"['아몬드 가루140g', '코코넛 가루40g', '달걀2개', '녹인 버터40g', '에리스리톨15g', '생크림210g', '달걀노른자3개', '애로루트 가루10g', '에리스리톨 (알룰로스 가루, 라칸토로 대체 가능)40g', '바닐라 익스트랙 (바닐라 오일, 바닐라빈으로 대체 가능) 4g']","['볼에 타르트 재료를 넣고 주걱으로 섞어주세요.', '반죽을 50g 정도로 떼어 6등분 한 후 둥글게 빚어주세요.', '타르트 틀에 버터를 소량 바른 후 반죽을 넣고 손으로 펼쳐주세요.', '바닥을 포크로 찍어 준 후 180도로 예열한 오븐에서 10분간 구워주세요.\r\n(tip. 포크로 찍는 작업은 피케라고 부르며 반죽의 수축을 막고 평평하게 익힐 수 있어요)', '달걀노른자에 에리스리톨을 넣고 휘핑기로 섞다가 애로루트 가루와 바닐라 익스트랙을 넣고 섞어주세요.', '생크림을 넣으며 섞은 후 채에 한번 걸러주세요. \r\n(tip. 생크림은 실온에 둔 차갑지 않은 것을 사용해 주세요)', '구워둔 타르트지에 필링을 90% 정도 채워주세요.', '180도로 예열된 오븐에서 20~25분간 구워주세요.\r\n(tip. 오븐 성능에 따라 굽는 시간이 다를 수 있어요)']",https://wtable.co.kr/recipes/GKkzeNHW4RYhyfRUtrQkgP4B?location=recipe_home
20,비건 초코 타르트,"['통밀가루150g', '카카오 파우더15g', '황설탕45g', '포도씨 오일47g', '물30g', '아몬드 가루40g', '통밀가루30g', '마스코바도 설탕20g', '베이킹파우더4g', '소금1g', '두유30g', '포도씨 오일20g', '녹인 다크 초콜렛20g', '체리220g', '메이플 시럽20g']","['포도씨 오일과 물을 섞다가 황설탕을 넣고 녹을 때까지 섞어주세요.', '통밀가루, 카카오 파우더를 체 친 후 넣어 섞어주세요.', '냉장실에서 20분 휴지시켜주세요.', '타르트 틀에 넣어 펼치고 포크로 피케해 주세요.\r\n(tip. 피케란 불어로 찌른다는 뜻으로 타르트지를 굽는 동안 바닥이 부풀어 오르는 것을 방지해 줘요)', '유산지를 깔고 누름돌을 넣어 170도에서 15분간 구워주세요.\r\n(tip. 오븐의 성능에 따라 굽는 시간에 차이가 있을 수 있어요)', '볼에 두유와 포도씨 오일을 넣어 섞은 후 녹인 다크 초콜렛과 마스코바도 설탕을 넣어 섞어주세요.', '아몬드 가루, 통밀가루, 베이킹파우더, 소금을 체 친 후 넣고 섞어주세요.', '구워진 타르트지 위에 초콜렛 아몬드 크림을 평평하게 펼친 후 체리를 올려주세요.', '170도로 예열한 오븐에서 25분간 구운 후 뜨거울 때 메이플 시럽을 발라 완성해 주세요.']",https://wtable.co.kr/recipes/joguiYYwvfe9obBHwqdonMsr?location=recipe_home
