,title,views,ingredients,peoples,times,levels,url
14,꽁치 김치찌개 맛있게 끓이는 법,조회수 3.5만,김치:1+2/3컵(250g)|김치찌개용:꽁치:통조림:1캔(280g)|대파:1/2대|김치국물:4큰술|멸치:다시마:국물:4+1/2컵|설탕:1/5작은술|소금:1/2작은술|들기름:1/2큰술|다진마늘:2/3큰술|국간장:1/2작은술,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/2468435
15,와사비 크림치즈 크로와상 샌드위치 ,조회수 1.2만,크로와상:2개|프리미엄:게맛살:3줄|오이:1/2개|양상추잎:적당량|크림치즈:2큰술|마요네즈:1큰술|연와사비:1작은술|소금:1/4작은술|레몬즙:2작은술|꿀:2작은술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2468434
16,얼그레이 마들렌,"조회수 2,029",시판케익믹스|홍차티백:2개|우유|버터|계란,@,30분 이내,초급,https://www.10000recipe.com/recipe/2468294
17,어묵 볶음,조회수 1.2만,어묵:160g|양파:1/2개|대파:약간|마늘:3쪽|식용유:1큰술|통깨:약간|간장:2큰술|고춧가루:1큰술|맛술:1큰술|매실액:1큰술|올리고당:1큰술,2인분,30분 이내,아무나,https://www.10000recipe.com/recipe/2468182
18,추울때 정말 간단하게 만들 수 있는 참치요리 2가지,조회수 1.4만,표고버섯:3개|참치:80g|멸치육수:3큰술|계란:1개|우유:2큰술|참치:100g|두부:1/2모|청고추:1개|홍고추:1개|파:1/2대|멸치육수:4큰술|간장:1큰술|청주:1큰술|다진양파:2큰술|다진파:2큰술|다진마늘:1큰술|참기름:약간|깨소금:약간|후춧가루:약간|고추장:5큰술|매실청(또는:설탕):1큰술|집간장:1작은술|물엿:1작은술|소금:약간|고춧가루:2+1/2큰술|간장:2큰술|매실청:1+1/2큰술|참기름:약간|깨소금:약간,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2468083
19,동생이 인도에 가지고 간 밑반찬 6종 쎄뚜~~,조회수 2.9만,@,@,@,@,https://www.10000recipe.com/recipe/2467932
20,초콜릿 크랙쿠키,"조회수 6,447",다크:커버춰:105g|박력분:85g|설탕:85g|베이킹:소다:2g|달걀:1개|호두:20g|버터:45g,4인분,60분 이내,초급,https://www.10000recipe.com/recipe/2466915
21,초콜릿케이크,"조회수 2,567",달걀:4개|우리밀중력분:2Ts|아몬드가루:37g|다크초콜릿:167g|버터:167g|설탕ⓐ:90g|설탕ⓑ:46g,"6인분,이상",60분 이내,중급,https://www.10000recipe.com/recipe/2466380
22,삼색 탕평채,조회수 1.3만,청포묵:1모|쇠고기:50g|표고버섯:2개|풋고추:1개|붉은:고추:1개|달걀:2개|김:1/2장|참기름:1/2큰술|소금:조금|간장:1/2큰술|설탕:약간|다진:파:1작은술|다진:마늘:1/2작은술|후춧가루:조금|간장:1작은술|설탕:1/2작은술|참기름:조금|소금:조금|참기름:조금,2인분,60분 이내,아무나,https://www.10000recipe.com/recipe/2466225
23,한식의 세계화를 위해 달려보자/나물비빔밥/생채비빔밥/홍시고추장볶음/수란,조회수 2.3만,@,@,@,@,https://www.10000recipe.com/recipe/2465888
24,톡톡 터지는 알밥 집에서 만들기,조회수 1.9만,밥:2공기(400g)|날치알:3큰술|김치:1줌(50g)|무순:1줌|다진:단무지:2큰술|다진:당근:2큰술|다진:양파:2큰술|참기름(냄비에:바를:것):1큰술|참기름:1/2큰술|설탕:1/2작은술|참기름:1큰술|소금:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2465736
25,고소한 크림치즈스콘 만들기,"조회수 3,945",생크림:140g|중력분:225g|베이킹파우더:3g||달걀:1개|버터:50g|크림치즈:60g|소금:2g|설탕:30g,"6인분,이상",90분 이내,고급,https://www.10000recipe.com/recipe/2465735
26,B.L.E.T 샌드위치,"조회수 5,152",잉글리시:머핀:2개|토마토:1개|양상추:또는:로메인:4장|베이컨:4장|계란:2개|포도씨유:2큰술|소금:약간|슬라이스치즈:2장|머스터드:1큰술|마요네즈:2큰술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2465726
27,계란빵,"조회수 5,877",강력분:200g|설탕:20g|이스트:2~3g|탈지분유:4g|소금:3g|포도씨유:20g|따뜻한물:140g|수분을제거한채소(양파/파프리카):25g|햄:20g|메추리알:10개|소금:약간|마요네즈:약간|케찹:약간|파슬리가루:약간,5인분,120분 이내,초급,https://www.10000recipe.com/recipe/2465458
28,봄동쇠고기된장국 - 딸에게# / 제철음식/우거지 삶아서 보관하는 방법,"조회수 9,533",@,@,@,@,https://www.10000recipe.com/recipe/2465378
29,불고기샐러드,조회수 2.2만,불고기:200g|시판용불고기:2큰술|쌈야채:2줌|양파:1/2개|간장:2큰술|물:1큰술|연겨자:1작은술|참기름:1큰술|설탕:1큰술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2465376
30,당면계란말이의 무한 변신,조회수 1.2만,계란:3개|당면:45g|양파(소):1/2개|청고추:1+1/2개|홍고추:1+1/2개|간장:2큰술|고춧가루:2/3큰술|다진파:1/2큰술|매실청(or설탕):1/2작은술|깨소금|참기름,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2465150
31,참치만두,조회수 1.4만,참치통조림:450g|두부:400g|김치:300g|표고버섯:4개|양파:1/2개|대파:1/2개|마늘:3쪽|달걀:1개|배춧잎:10장|봄동잎:10장|미나리:약간|만두피:적당량|진간장:5큰술|식초:3큰술|통깨:약간|참기름:1큰술|소금:약간|후춧가루:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2465148
32,콩나물국밥,조회수 1.6만,콩나물:200g|신김치:100g|대파:1줄기|청양고추:2개|멸치:20마리|다시마:(손바닥:크기):2장|표고버섯:4장|무:1/2개|가스오부시:1/2줌|물:10컵|다진:마늘:2작은술|국간장:1큰술|새우젓:1큰술,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/2465095
33,뽀얗고 깊은 단맛이 나는 식혜,조회수 1.6만,엿기름:500g|물:4L|쌀:1컵|찹쌀:1컵|물:2컵|설탕:1컵|생강:약간|소금:약간,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/2465045
34,고추피클,조회수 1.4만,아삭이:고추:450g|물:700ml|2배:식초:80~100ml|설탕:120~130g|소금:1큰술|후춧가루:1작은술|월계수:잎:4~5g|청양고추:13g,"6인분,이상",2시간 이상,초급,https://www.10000recipe.com/recipe/2464836
35,아이싱 쿠키,조회수 1.7만,하트쿠키만들기세트|버터:40g|달걀:1개|레몬즙or물,"6인분,이상",60분 이내,중급,https://www.10000recipe.com/recipe/2464832
36,간식으로 딱 좋은 견과류 치즈볼,"조회수 3,415",피칸:15g|호두:15g|통아몬드:10g|건크랜베리:20g|건포도:10g|치즈볼을:감싸줄:스트링치즈:2조각|참깨:적당량|크림치즈:100g,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2464802
37,초간단 스피드 요리 참치덮밥,조회수 2.4만,밥:600g|참치:통조림:1캔(250g)|상추:6장|껫잎:6장|무순:10g|새싹채소:20g|김:약간|고추장:1+1/2큰술|설탕:1/2큰술|마늘:1톨|참기름:1/2작은술|사이다:2작은술|식초:3/4큰술|통깨:2작은술|소금:1꼬집,3인분,15분 이내,초급,https://www.10000recipe.com/recipe/2464708
38,근사한한끼 불고기버섯구이 ,"조회수 6,973",쇠고기불고기감:300g|양파:1개|청양고추:2개|대파:1대|새송이버섯:2개|당근:1/2개|청피망:1/2개|다진마늘:1큰술|다진생강:1/3술|간장:2큰술|매실액:2큰술|청주:1큰술|후춧가루:조금,3인분,60분 이내,중급,https://www.10000recipe.com/recipe/2464434
39,오무라이스,조회수 1만,밥|홍합|계란|올리브오일|와인|시판파스타소스,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/2464348
40,리챔 전,조회수 2.2만,리챔:1캔|미나파프리카:6개|팽이버섯:1송이|체다치즈:5장|밀가루나:부침가루:1컵|멸치:다시마:육수:1.5컵|달걀:1개|소금:약간|식용유:적당량,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/2464266
41,섬초숙주 무침,"조회수 5,077",섬초:400g(데친후:꼭:짜면:150g)|숙주:200g(데친:후:물기를:빼면:125g)|소금:1/2작은술|참기름:1큰술|깨소금:1/2큰술|다진마늘:1작은술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2464247
42,바다의 향이 가득한 해물무국,"조회수 6,300",무:200g|오징어:1/2마리|홍합살:100g|미더덕:10개|두부:1/2모|애느타리버섯:1/2팩|대파:1/2대|멸치다시마육수:6컵|참기름:1작은술|국간장:2큰술|소금:1작은술,4인분,30분 이내,초급,https://www.10000recipe.com/recipe/2464243
43,고구마 과자,"조회수 6,284",고구마:40g|계란:1개|버터:15g|박력분:90g|강력분:30g|흑설탕(or흰설탕):4큰술|소금:약간,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/2463906
44,삼색주먹밥 도시락,조회수 1.6만,다진:당근:1/2큰술|다진:양파:1/2큰술|다진:피망:1/2큰술|밥:1/2공기|식용유:1작은술||다진:단무지:2큰술|밥:1/2공기||날치알:1큰술|밥:1/2공기|카레:1/2큰술|파슬리가루:조금||매실청:1큰술|소금:1작은술|깨소금:조금|시치미:조금||소금:1작은술|참기름:조금|검정깨:1/2큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2463843
45,녹차크림치즈 단팥 카나페,"조회수 8,585",비스켓:1개|칵테일새우|크림치즈:100g|녹차가루:4g|설탕:1ts|단팥앙금,2인분,15분 이내,아무나,https://www.10000recipe.com/recipe/2463690
46,홈메이드 리치골드 식빵피자 만들기,"조회수 8,973",식빵:3장|브로콜리:30g|양송이버섯:2개|양파:1/4개|베이컨:2줄|슈레드:피자치즈:1봉지(90g)|피자소스:2봉지(40g)|시판스파게티소스:3큰술|소금:1/4작은술|고구마(중):1개|생크림(우유:대체가능):2큰술|꿀:1.5큰술|버터:1.5큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2463689
47,피카타토스트,"조회수 6,960",식빵:2장|슬라이스치즈:3장|햄:5장|계란:1개|피클:1/2개,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/2462694
48,삼겹살허브구이,"조회수 3,758",삼겹살:600g|바질가루|오레가노홀|월계수잎|파슬리가루|후추가루|청주:1/2컵|양파:1개|올리브오일:1/2컵|레몬식초:1/3컵|다진양파:1개|간장:3큰술|참기름:1큰술|와사비:1/2t|꿀:2큰술|들깨가루:1큰술|매실액:2큰술,3인분,90분 이내,중급,https://www.10000recipe.com/recipe/2462324
49,미니오므라이스,조회수 2만,양파|파프리카|호박|햄|밥|버터|케찹:2큰술,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/2461672
50,참치 카나페,조회수 2.1만,델큐브:참치:1통|크래커:2봉지|치커리:1줌|크림치즈:5큰술|핫소스:약간|캐첩:약간|마요네즈:약간|후추가루:약간,2인분,10분 이내,아무나,https://www.10000recipe.com/recipe/2461669
51,고구마 찹쌀 치즈볼,"조회수 5,937",고구마:180g|찹쌀가루:100g|슬라이스치즈:1+1/2장|모짜렐라치즈:30g|설탕:1큰술|소금:조금,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2461458
52,참치 타다키,조회수 1.5만,참치:1토막|물|소금|샐러드야채|후추:1/2작은술|흑임자:1큰술|참깨:1큰술|올리브유|계란:노른자:1개|올리브유:1큰술|후추가루|소금:1/4작은술|겨자:1작은술|레몬즙:1큰술|파슬리가루|설탕:1/3작은술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2461396
53,안심 스테이크,조회수 21.1만,소고기안심:2덩이|올리브유:약간|소금:약간|후추:약간|A1소스:5TS|레드와인:5TS|설탕:약간|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2461347
54,우럭 매운탕,"조회수 9,366",우럭:1마리|무:적당량|홍고추:1개|풋고추:1개|미나리:약간|쑥갓:약간|애호박:1/4개|양파:1/2개|대파:1뿌리|고추장:1큰술|고춧가루:2큰술|멸치다시마국물:2큰술|맛술:1큰술|다진마늘:1큰술|다진생강:약간|조선간장:1큰술|소금:적당량,1인분,60분 이내,초급,https://www.10000recipe.com/recipe/2461334
55,모짜렐라 베이컨브로콜리스파게티,조회수 1.2만,스파게티:1줌|베이컨:150g|양파:1개|브로콜리:1개|다진마늘:1큰술|올리브오일:1큰술|모짜렐라치즈:2줌|파마산치즈가루:약간|시판스파게티소스:3큰술|다진:토마토통조림:3큰술|케첩:3큰술|스파게티삶은:물:1/3컵,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2461124
56,부드러운 오징어탕수육,"조회수 5,487",오징어:1마리|다진돼지고기:150g|양파:1개|당근:1/2개|청양고추:2개|다진마늘:1큰술|달걀:1개|전분:3큰술|청주:1큰술|식용유:1컵|당근:1/3개|양파:1/2개|청피망:1/2개|소금:조금|후춧가루:조금|마요네즈:1/2컵|꿀:3큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2460362
57,낙지떡국,"조회수 2,251",낙지:3마리|떡국떡:2공기|무:100g|물:4컵|대파:1개|다진마늘:1작은술|달걀:2개|청양고추(선택):1개|홍고추(선택):1/2개|소금:약간|기름:약간,3인분,30분 이내,초급,https://www.10000recipe.com/recipe/2460027
58,영양만점 게살계란주먹밥구이,조회수 1.7만,밥:1공기|크래미:5개|달걀:2개|밀가루:1작은술|물:1큰술|허니머스타드:1큰술|마요네즈:1/2큰술|소금:약간|후추:약간|통깨:1작은술|참기름:1작은술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2460025
59,영양반찬 두부대추청조림,"조회수 3,578",두부:180g|대추조청:2큰술|간장:1큰술|맛술:1큰술|다진마늘:1작은술|포도씨유:1큰술|잣가루:약간|소금:약간|후추:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2460016
60,쫄깃바삭바삭 색다른 가리비커틀렛,"조회수 1,279",가리비:7개|달걀:1개|튀김가루:1큰술|빵가루:1/2컵|적배추:약간|깻잎:약간|맛술:1큰술|후추:약간|허니머스타드:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2460014
61,오동통한 감자치즈전,조회수 1.2만,감자:2개(약:220g)|양파:1/2개|청고추:2개|홍고추:2개|슬라이스치즈:2장|계란:1개|감자전분가루:3큰술|튀김가루:1큰술|소금:약간,1인분,30분 이내,아무나,https://www.10000recipe.com/recipe/2459869
62,특별한 요리 어묵말이 조림,조회수 1.1만,어묵:5개|다진:호박고지:3큰술|다진:우엉:2큰술|풋고추:1개|붉은:고추:1개|삶은:달걀:1개|마요네즈:2큰술|설탕:1작은술|소금:1작은술|다시마:국물:1컵|고추장:1+1/2큰술|물엿:2큰술|설탕:1큰술|다진:마늘:2작은술|소금:1작은술|고운:고춧가루:1/2큰술,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/2459802
63,믹스로 만드는 윌넛 브라우니,"조회수 3,634",브레드가든브라우니만들기세트|달걀:2개|하겔슈거(생략가능)|시나몬:가루(생략:가능):1/2작은술|버터:140g,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/2459606
64, 토마토스파게티 ,조회수 2만,스파게티면:2줌|토마토(작은:것):4개|애호박:1/4개|양파:1/2개|마늘:3쪽|포도씨유:1큰술|소금:약간|스파게티소스:적당량|파슬리가루:약간,1인분,30분 이내,초급,https://www.10000recipe.com/recipe/2459462
65,다양한 풍미의 치즈피자 만들기,"조회수 3,306",도우:-:우리:밀가루강력분:140g|소금:1/2ts|설탕:1ts|인스턴트:드라이이스트:1ts|미지근한:온도의:물:95g|올리브오일:1ts|하네뜨:베르크치즈:30g|홈메이드:리코타치즈:50g|모차렐라치즈:70g|블랙올리브:6~7개|후춧가루:약간|드라이:바질:약간|파마산:치즈가루:약간,2인분,90분 이내,중급,https://www.10000recipe.com/recipe/2459252
66,농후발효유로 만든 리코타치즈,"조회수 8,731",레몬:1개|플레인요구르트:50g|동물성:생크림:250ml|우유:250ml|소금:1/4Ts,"6인분,이상",30분 이내,고급,https://www.10000recipe.com/recipe/2459249
67,고구마시나몬롤,"조회수 2,882",식빵믹스:1봉지(376g)|따뜻한우유:180g|달걀:1개|인스턴드라이이스트:4g|버터:30g|으깬고구마:200g|흑설탕:4큰술|시나몬가루:1/2작은술|버터:10g,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/2459032
68,황태떡만두국,조회수 1.1만,떡국떡:2공기|손만두:5개|황태채:30g|무:50g|대파:1/2대|다진마늘:1작은술|달걀:2개|멸치다시육수:5컵|소금:약간,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2459030
69,대구 맑은탕,"조회수 6,468",대구:700g|무:170g|멸치다시육수:6컵|두부:1/2모|홍고추:1개|표고버섯:1개|대파:1대|부추:약간|쑥갓:약간|다진마늘:1큰술|생강즙:1/4작은술|후추:약간|소금:약간,2인분,60분 이내,중급,https://www.10000recipe.com/recipe/2459028
70,소고기콩나물밥,조회수 2.8만,멥쌀:3인분|소고기:100g|콩나물:100g|간장:2큰술|설탕:1/2큰술|참기름:1/2큰술|다진마늘:1작은술|깨소금:약간|간장:2큰술|참기름:1큰술|다진파:2큰술|통깨:1큰술,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/2459023
71,보들보들 그린쉬폰 초코케이크,"조회수 3,895",현미쌀가루(제과용):70g|달걀:4개|황설탕:110g|포도씨유:60g|마차가루:2작은술|베이킹파우더:1/2작은술|바닐라오일:1~2방울|우유:3큰술|다크초코릿:100g|우박설탕:약간|슈거파우더:약간,"6인분,이상",60분 이내,중급,https://www.10000recipe.com/recipe/2459021
72,달걀 없는 두부달걀말이,"조회수 5,476",두부:1/2모(130g)|부추:10g|다진홍파프리카:1작은술|노랑파프리카:1작은술|검정깨:1큰술|현미쌀가루:2큰술|카레:1작은술|들기름:1작은술|소금:약간|케찹:약간|허니머스타드(선택):약간,3인분,15분 이내,초급,https://www.10000recipe.com/recipe/2459019
73,시금치 피자만두 만들기,"조회수 3,961",시금치:1/2단(150g)|양파:1/2개|베이컨:4장|피자치즈:2봉(180g)|만두피:23장|올리브유:1+1/2큰술|소금:1/4작은술|후춧가루:1/8작은술|버터:1큰술|피자소스(생략가능):1봉지,2인분,30분 이내,중급,https://www.10000recipe.com/recipe/2458565
74,현미 김치시래기밥 만들기,"조회수 6,575",현미:1+1/2컵|삶은:시래기:1컵(100g)|익은:김치:50g|들기름:1작은술|물:1+3/4컵|다진마늘:1작은술|국간장:1작은술|들기름:1큰술,3인분,60분 이내,초급,https://www.10000recipe.com/recipe/2458563
75,고등어 된장구이,"조회수 7,807",고등어:1/2마리(90g정도)|시판된장:1숟가락|맛술:2숟가락|설탕:0.4숟가락|생강가루:0.4숟가락,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2458197
76,고구마트위스트,"조회수 1,833",강력분:250g|설탕:30g|버터:30g|인스턴트:드라이이스트:5g|달걀:1개|우유:90ml|물:40ml|익혀서:으깬:고구마:140g|녹인:버터:약간|검은깨:약간|소금:5g|설탕:10g,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2458196
77,감자스프,조회수 3.4만,감자작은것:2개|양파:1/2개|대파:1/2대|버터:1작은술|닭육수:1/2컵|생크림:1/2컵|우유:1컵|소금:1꼬집|후춧가루:조금,1인분,60분 이내,초급,https://www.10000recipe.com/recipe/2457280
78,달콤하게 즐기는 슈 만들기 ,"조회수 5,802",버터:25g|물:65g|소금:1g|설탕:2g|우리밀중력분:37g|달걀:60~70g|생크림:150g|설탕:15g,"6인분,이상",90분 이내,고급,https://www.10000recipe.com/recipe/2456719
79,김말이 ,조회수 2.1만,돌:김:5장|당면|양파:1/2개|당근:1/4개|봄동|튀김가루|식용유|천일염|후춧가루|물|진간장:2큰술|식초:1작은술|통깨,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2456538
80,호두아몬드멸치볶음,조회수 1.2만,멸치:200g|호두:15g|아몬드:200g|올리브유:1TS|간장:2TS|물:4TS|물엿:1TS|설탕:1ts|통깨:약간,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2456526
81,햄치즈 샌드위치,조회수 1만,우유|햄|치즈|파슬리가루|피자치즈|식빵|시판까르보나라소스,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2456485
82,매실장아찌 주먹밥,"조회수 3,635",밥:2공기|매실장아찌:10쪽|매실청:3큰술|소금:2작은술|오코노미야끼:소스:조금|식용유:조금,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2456423
83,호두 치즈 머핀,"조회수 6,082",크림치즈:100g|버터:40g|설탕:45g|우유:35g|박력분:110g|호두:30g|베이킹:파우더:1/2작은술|베이킹:소다:1/4작은술|달걀:1개,4인분,60분 이내,중급,https://www.10000recipe.com/recipe/2456207
84,고등어 마요네즈된장구이,"조회수 9,716",자반고등어:1/2손|후춧가루:약간|된장:1작은술|마요네즈:1+1/2큰술|다진파:2큰술|다진마늘:1작은술|청주:1큰술|레몬즙:1큰술,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2455998
85,굴튀김- 딸에게# /이달의수산물/굴/제철음식/집에서 빵가루 만들기,조회수 1.2만,@,@,@,@,https://www.10000recipe.com/recipe/2455899
86,고구마치즈 토스트,"조회수 4,958",고구마:1개|슬라이스치즈:3장|슬라이스햄:7장|코코아가루:1/3큰술|우유:2큰술|계란|꿀:1큰술|마요네즈,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2455684
87,야채볶음밥,조회수 1.6만,밥:1공기|햄(소세지):조금|당근:1/2개|청피망:1/2개|양파:1개|대추토마토:5개|달걀:2개|올리브유:조금|무장아찌:조금|소금|후춧가루:조금|토마토케찹:조금,1인분,15분 이내,초급,https://www.10000recipe.com/recipe/2455373
88,대파 고등어강정 ,"조회수 3,177",고등어:1마리|대파:1/2뿌리|밀가루:2큰술|녹말가루:2큰술|진간장:6큰술|매실액:3큰술|올리고당:2큰술|물엿:1큰술|맛술:2큰술|물:6큰술|후춧가루:약간|식용유:적당량,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2455206
89,코코넛밀크로 부드러운 식빵 만들기,조회수 1.2만,강력분:400g|드라이:이스트:9g|우유:55g|달걀:1개|소금:4g|설탕:46g|코코넛밀크:180g,4인분,120분 이내,중급,https://www.10000recipe.com/recipe/2455155
90,오징어 야채말이조림,조회수 2.3만,오징어:1마리|청피망:1개|붉은:피망:1개|노랑:파프리카:1개|표고버섯:3개|물:1/2컵|간장:2큰술|청주:1큰술|물엿:3큰술|다진:마늘:1큰술|깨소금:조금|참기름:조금,2인분,60분 이내,초급,https://www.10000recipe.com/recipe/2455137
91,노 믹스 호떡 팬케이크,"조회수 7,284",강력분:140g|찹쌀가루:60g|설탕:20g|소금:2g|이스트:3g|따뜻한:우유:150g|버터:20g|흑설탕:3스푼|갈색설탕:3스푼|시나몬파우더:약간|각종:견과류:취향껏|물:4스푼,2인분,90분 이내,중급,https://www.10000recipe.com/recipe/2454493
92,새우살이 듬뿍 들어간 새우동그랑땡,"조회수 9,021",새우살:300g|부추|팽이버섯|부침가루:2TS|계란:2개|소금:1ts|후추,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2454221
93,라즈베리 쿠헨,"조회수 5,188",강력분:200g|박력분:50g|드라이이스트:4g|설탕:44g|소금:2g|달걀:1/2개|분유:5g|우유:130g|버터:48g|스트로젤(소보로)|버터:38g|설탕:45g|피넛버터:15g|박력분:108g|베이킹파우더:1g|베이킹소다:1g|라즈베리잼:적당량,"6인분,이상",2시간 이상,중급,https://www.10000recipe.com/recipe/2454215
94,떡볶이,조회수 1.8만,가래떡(작은:크기):200g|소고기:100g|미나리:30줄기|식용유:적당량|떡볶이:양념장:1큰술|간장:1/2큰술|설탕:2작은술|다진마늘:1작은술|후추:조금|다진파:1/2큰술|다진:당근:1/2큰술|다진:양파:1/2큰술,2인분,15분 이내,초급,https://www.10000recipe.com/recipe/2454016
95,고소한 체다치즈 쌀모닝롤,"조회수 2,940",제빵용:쌀가루:250g|인스턴트:드라이이스트:7g|우유:100g|물:120g|올리브유:15g|슬라이스:체다치즈:3장|달걀물:적당량|유기농설탕:20g|천일염:4g,"6인분,이상",90분 이내,중급,https://www.10000recipe.com/recipe/2453682
96,베리베리 브레드 ,"조회수 1,672",강력분:250g|소금:1작은술|인스턴트:드라이:이스트:1/4작은술|설탕:30g|건포도:발효종:40ml|물:30ml|레드와인:100~105ml|버터:15g|블루베리:20g|크렌베리:30g|호두:30g,2인분,30분 이내,초급,https://www.10000recipe.com/recipe/2453666
